order_id,order_date,customer_id,product_id,quantity,discount_pct,unit_price_inr,delivery_cost_inr,promised_delivery_date,actual_delivery_date,payment_method
O01120,2024-05-30,C0026,P009,1,10,359.1,236,2024-06-06,2024-06-07,PayPal
O01121,2024-09-05,C0214,P004,1,0,15999.0,175,2024-09-07,2024-09-06,Credit Card
O01122,2024-08-01,C0608,P006,1,0,8999.0,267,2024-08-08,2024-08-08,Credit Card
O01123,2024-08-16,C0551,P007,4,10,4499.1,410,2024-08-19,2024-08-19,Credit Card
O01124,2024-02-13,C0471,P012,2,10,539.1,449,2024-02-20,2024-02-20,Wallet
O01125,2024-10-30,C0506,P006,2,5,8549.05,293,2024-11-03,2024-11-06,PayPal
O01126,2025-04-23,C0573,P005,2,10,3599.1,308,2025-04-27,2025-04-30,Wallet
O01127,2025-05-17,C0129,P010,2,20,1759.2,384,2025-05-22,2025-05-23,Credit Card
O01128,2024-08-21,C0045,P008,1,20,5599.2,124,2024-08-24,2024-08-23,PayPal
O01129,2025-08-19,C0583,P001,1,0,2999.0,276,2025-08-21,2025-08-22,Credit Card
O01130,2024-06-19,C0526,P004,1,20,12799.2,453,2024-06-21,2024-06-21,Debit Card
O01131,2025-09-01,C0393,P003,1,15,6799.15,225,2025-09-03,2025-09-05,Wallet
O01132,2025-10-06,C0246,P012,1,5,569.05,232,2025-10-08,2025-10-11,Wallet
O01133,2024-01-21,C0192,P005,2,0,3999.0,436,2024-01-23,2024-01-23,Wallet
O01134,2025-02-28,C0537,P010,2,5,2089.05,283,2025-03-07,2025-03-09,PayPal
O01135,2024-12-17,C0497,P012,1,30,419.3,295,2024-12-19,2024-12-20,Wallet
O01136,2024-02-02,C0213,P007,1,15,4249.15,327,2024-02-04,2024-02-06,Credit Card
O01137,2025-02-27,C0644,P004,1,20,12799.2,470,2025-03-03,2025-03-05,Credit Card
O01138,2024-08-02,C0605,P006,2,15,7649.15,134,2024-08-06,2024-08-08,Credit Card
O01139,2025-08-04,C0477,P010,2,15,1869.15,332,2025-08-07,2025-08-07,Debit Card
O01140,2024-12-09,C0225,P004,1,0,15999.0,380,2024-12-12,2024-12-13,PayPal
O01141,2024-02-24,C0170,P003,1,0,7999.0,274,2024-02-27,2024-02-27,Debit Card
O01142,2024-11-19,C0452,P004,4,0,15999.0,331,2024-11-22,2024-11-24,Credit Card
O01143,2024-08-20,C0248,P011,1,0,1299.0,159,2024-08-23,2024-08-24,PayPal
O01144,2024-06-03,C0347,P009,1,5,379.05,309,2024-06-05,2024-06-05,Debit Card
O01145,2025-07-03,C0180,P007,4,15,4249.15,206,2025-07-06,2025-07-06,PayPal
O01146,2025-01-07,C0171,P010,3,0,2199.0,277,2025-01-12,2025-01-12,PayPal
O01147,2024-03-27,C0601,P004,1,0,15999.0,342,2024-03-30,2024-03-30,Credit Card
O01148,2024-07-08,C0138,P006,2,0,8999.0,269,2024-07-15,2024-07-15,PayPal
O01149,2024-04-09,C0234,P004,2,5,15199.05,211,2024-04-16,2024-04-18,Credit Card
O01150,2025-05-09,C0375,P009,1,25,299.25,231,2025-05-13,2025-05-14,Debit Card
O01151,2025-04-30,C0072,P003,2,15,6799.15,129,2025-05-04,2025-05-04,Wallet
O01152,2024-07-18,C0056,P009,1,0,399.0,94,2024-07-22,2024-07-23,Debit Card
O01153,2024-05-19,C0474,P012,1,0,599.0,399,2024-05-22,2024-05-25,Credit Card
O01154,2025-05-08,C0078,P001,2,15,2549.15,216,2025-05-15,2025-05-16,Debit Card
O01155,2024-08-22,C0552,P011,1,15,1104.15,379,2024-08-27,2024-08-27,UPI
O01156,2024-05-09,C0107,P010,1,10,1979.1,405,2024-05-14,2024-05-14,Debit Card
O01157,2025-06-11,C0044,P001,1,10,2699.1,186,2025-06-13,2025-06-13,PayPal
O01158,2024-11-02,C0364,P004,1,20,12799.2,451,2024-11-09,2024-11-10,Wallet
O01159,2024-12-28,C0493,P001,1,0,2999.0,407,2025-01-01,2025-01-02,Debit Card
O01160,2024-12-21,C0509,P012,3,0,599.0,253,2024-12-28,2024-12-29,Debit Card
O01161,2025-04-06,C0572,P002,1,10,4949.1,207,2025-04-13,2025-04-16,Credit Card
O01162,2024-05-13,C0583,P012,1,25,449.25,216,2024-05-15,2024-05-15,PayPal
O01163,2025-02-21,C0152,P007,2,0,4999.0,371,2025-02-24,2025-02-25,UPI
O01164,2025-01-30,C0560,P010,2,20,1759.2,303,2025-02-03,2025-02-05,Wallet
O01165,2024-07-01,C0551,P003,2,0,7999.0,471,2024-07-03,2024-07-03,Wallet
O01166,2025-04-30,C0553,P003,1,0,7999.0,446,2025-05-03,2025-05-05,Credit Card
O01167,2025-09-15,C0274,P008,1,15,5949.15,151,2025-09-18,2025-09-21,PayPal
O01168,2024-03-27,C0342,P007,1,0,4999.0,388,2024-04-03,2024-04-02,Credit Card
O01169,2024-05-20,C0076,P004,1,5,15199.05,267,2024-05-24,2024-05-24,Debit Card
O01170,2025-07-02,C0450,P006,1,0,8999.0,478,2025-07-05,2025-07-05,PayPal
O01171,2024-10-12,C0160,P001,1,10,2699.1,184,2024-10-19,2024-10-20,Wallet
O01172,2024-01-25,C0550,P005,4,0,3999.0,479,2024-01-27,2024-01-30,Debit Card
O01173,2024-11-22,C0107,P004,1,15,13599.15,366,2024-11-29,2024-11-30,Credit Card
O01174,2024-06-26,C0067,P011,2,0,1299.0,281,2024-06-29,2024-06-29,Credit Card
O01175,2025-11-19,C0309,P002,1,5,5224.05,347,2025-11-24,2025-11-25,Wallet
O01176,2025-03-17,C0223,P004,2,25,11999.25,290,2025-03-20,2025-03-21,UPI
O01177,2025-04-11,C0232,P004,1,5,15199.05,237,2025-04-16,2025-04-18,UPI
O01178,2025-03-28,C0081,P008,1,0,6999.0,298,2025-04-04,2025-04-03,UPI
O01179,2024-10-08,C0249,P009,1,10,359.1,190,2024-10-15,2024-10-17,UPI
O01180,2025-05-31,C0093,P010,1,10,1979.1,261,2025-06-04,2025-06-04,UPI
O01181,2024-11-26,C0558,P004,2,20,12799.2,261,2024-12-01,2024-11-30,PayPal
O01182,2025-01-23,C0254,P001,1,15,2549.15,211,2025-01-26,2025-01-28,Debit Card
O01183,2025-07-11,C0395,P006,1,5,8549.05,321,2025-07-16,2025-07-16,PayPal
O01184,2024-10-27,C0101,P011,2,0,1299.0,461,2024-11-03,2024-11-02,PayPal
O01185,2024-09-01,C0046,P011,1,0,1299.0,217,2024-09-05,2024-09-04,Debit Card
O01186,2025-10-04,C0122,P008,3,0,6999.0,273,2025-10-09,2025-10-12,PayPal
O01187,2025-11-17,C0134,P006,1,20,7199.2,419,2025-11-22,2025-11-21,UPI
O01188,2024-01-30,C0233,P003,1,0,7999.0,298,2024-02-02,2024-02-02,Credit Card
O01189,2025-06-16,C0213,P010,4,10,1979.1,338,2025-06-21,2025-06-22,Wallet
O01190,2024-08-23,C0552,P004,3,15,13599.15,447,2024-08-26,2024-08-25,PayPal
O01191,2024-03-18,C0155,P002,1,5,5224.05,369,2024-03-23,2024-03-23,Debit Card
O01192,2025-12-26,C0093,P012,1,15,509.15,108,2025-12-30,2025-12-30,Wallet
O01193,2025-01-17,C0386,P011,4,0,1299.0,197,2025-01-19,2025-01-19,Debit Card
O01194,2025-12-01,C0502,P012,1,0,599.0,168,2025-12-08,2025-12-08,Wallet
O01195,2024-01-29,C0481,P003,1,10,7199.1,277,2024-01-31,2024-02-03,UPI
O01196,2024-12-02,C0196,P012,3,0,599.0,134,2024-12-06,2024-12-08,Wallet
O01197,2024-04-26,C0224,P010,1,10,1979.1,156,2024-04-28,2024-04-29,Debit Card
O01198,2024-12-31,C0012,P012,1,20,479.2,397,2025-01-03,2025-01-02,PayPal
O01199,2024-12-08,C0220,P009,1,0,399.0,271,2024-12-11,2024-12-11,Credit Card
O01200,2024-11-19,C0463,P006,2,25,6749.25,155,2024-11-21,2024-11-21,Debit Card
O01201,2025-11-19,C0139,P007,1,15,4249.15,304,2025-11-24,2025-11-25,Debit Card
O01202,2025-07-18,C0030,P001,3,25,2249.25,441,2025-07-22,2025-07-24,Wallet
O01203,2024-04-19,C0033,P012,3,10,539.1,166,2024-04-23,2024-04-23,Debit Card
O01204,2024-12-19,C0532,P006,1,20,7199.2,222,2024-12-22,2024-12-22,Wallet
O01205,2025-01-03,C0613,P007,1,5,4749.05,390,2025-01-08,2025-01-09,UPI
O01206,2025-06-04,C0171,P008,1,5,6649.05,410,2025-06-11,2025-06-13,PayPal
O01207,2024-03-28,C0333,P004,4,10,14399.1,382,2024-04-01,2024-04-01,Debit Card
O01208,2024-08-30,C0346,P009,1,20,319.2,277,2024-09-06,2024-09-05,UPI
O01209,2025-03-18,C0270,P009,2,10,359.1,101,2025-03-21,2025-03-21,UPI
O01210,2024-08-04,C0594,P009,2,5,379.05,251,2024-08-07,2024-08-08,Wallet
O01211,2025-08-29,C0522,P002,2,0,5499.0,300,2025-08-31,2025-09-02,UPI
O01212,2025-01-25,C0186,P009,2,0,399.0,300,2025-01-27,2025-01-27,UPI
O01213,2024-12-26,C0476,P012,1,15,509.15,313,2025-01-02,2025-01-02,PayPal
O01214,2024-02-19,C0444,P007,2,5,4749.05,238,2024-02-24,2024-02-23,Debit Card
O01215,2025-02-03,C0253,P008,1,20,5599.2,351,2025-02-08,2025-02-10,Debit Card
O01216,2025-07-28,C0189,P009,1,5,379.05,95,2025-07-30,2025-07-30,Credit Card
O01217,2024-11-13,C0237,P010,1,10,1979.1,463,2024-11-16,2024-11-16,Debit Card
O01218,2024-05-02,C0036,P008,2,5,6649.05,105,2024-05-05,2024-05-07,Credit Card
O01219,2024-02-06,C0525,P009,1,10,359.1,470,2024-02-11,2024-02-13,PayPal
O01220,2025-11-23,C0433,P010,2,10,1979.1,148,2025-11-26,2025-11-27,UPI
O01221,2025-01-17,C0235,P012,1,10,539.1,305,2025-01-19,2025-01-20,PayPal
O01222,2024-02-04,C0133,P011,1,20,1039.2,268,2024-02-07,2024-02-08,UPI
O01223,2024-02-10,C0599,P008,1,0,6999.0,300,2024-02-17,2024-02-16,Debit Card
O01224,2025-11-17,C0182,P010,1,0,2199.0,446,2025-11-21,2025-11-22,UPI
O01225,2024-03-10,C0082,P004,1,10,14399.1,274,2024-03-13,2024-03-13,Wallet
O01226,2024-08-24,C0080,P009,2,0,399.0,394,2024-08-31,2024-09-02,UPI
O01227,2024-12-10,C0593,P005,1,15,3399.15,405,2024-12-17,2024-12-18,Debit Card
O01228,2025-10-27,C0156,P009,1,15,339.15,354,2025-11-03,2025-11-05,Wallet
O01229,2024-12-08,C0336,P012,2,20,479.2,403,2024-12-12,2024-12-12,UPI
O01230,2024-10-15,C0315,P011,1,20,1039.2,288,2024-10-22,2024-10-25,PayPal
O01231,2025-03-13,C0541,P009,1,15,339.15,310,2025-03-17,2025-03-18,Credit Card
O01232,2025-03-13,C0237,P008,4,15,5949.15,331,2025-03-16,2025-03-17,PayPal
O01233,2024-01-13,C0219,P005,3,5,3799.05,277,2024-01-15,2024-01-15,Debit Card
O01234,2024-03-19,C0384,P010,1,0,2199.0,279,2024-03-22,2024-03-23,PayPal
O01235,2025-02-26,C0434,P001,1,5,2849.05,432,2025-02-28,2025-02-28,UPI
O01236,2025-05-22,C0618,P004,2,20,12799.2,306,2025-05-29,2025-05-29,UPI
O01237,2024-07-08,C0210,P006,2,20,7199.2,321,2024-07-13,2024-07-12,Credit Card
O01238,2025-12-27,C0562,P009,2,25,299.25,212,2026-01-01,2026-01-02,PayPal
O01239,2024-09-17,C0511,P004,1,5,15199.05,318,2024-09-20,2024-09-19,Wallet
O01240,2025-07-24,C0063,P006,2,20,7199.2,268,2025-07-28,2025-07-27,Wallet
O01241,2024-02-01,C0227,P003,2,15,6799.15,171,2024-02-06,2024-02-06,PayPal
O01242,2024-10-30,C0054,P006,1,5,8549.05,160,2024-11-06,2024-11-06,Debit Card
O01243,2025-10-09,C0590,P003,1,15,6799.15,174,2025-10-13,2025-10-13,PayPal
O01244,2025-11-09,C0453,P007,1,0,4999.0,253,2025-11-11,2025-11-12,Wallet
O01245,2024-06-29,C0466,P009,2,0,399.0,94,2024-07-03,2024-07-03,Debit Card
O01246,2024-04-02,C0535,P012,1,30,419.3,199,2024-04-09,2024-04-10,Wallet
O01247,2025-07-22,C0360,P009,1,0,399.0,279,2025-07-27,2025-07-29,UPI
O01248,2024-06-19,C0587,P001,2,30,2099.3,455,2024-06-26,2024-06-26,Debit Card
O01249,2025-03-27,C0379,P010,2,0,2199.0,227,2025-03-30,2025-03-31,PayPal
O01250,2024-11-27,C0568,P009,1,5,379.05,164,2024-12-02,2024-12-01,Wallet
O01251,2025-10-15,C0602,P012,1,15,509.15,172,2025-10-22,2025-10-21,UPI
O01252,2025-02-10,C0087,P009,2,15,339.15,192,2025-02-14,2025-02-14,Debit Card
O01253,2024-11-29,C0382,P010,1,15,1869.15,123,2024-12-04,2024-12-04,UPI
O01254,2025-03-11,C0205,P001,1,0,2999.0,111,2025-03-13,2025-03-13,Wallet
O01255,2025-09-11,C0315,P002,1,15,4674.15,411,2025-09-15,2025-09-18,Wallet
O01256,2025-11-16,C0383,P002,1,25,4124.25,92,2025-11-23,2025-11-24,Debit Card
O01257,2024-08-09,C0106,P005,1,0,3999.0,277,2024-08-13,2024-08-13,Debit Card
O01258,2025-10-20,C0409,P012,1,25,449.25,182,2025-10-27,2025-10-27,UPI
O01259,2024-05-18,C0039,P010,1,10,1979.1,231,2024-05-21,2024-05-22,Wallet
O01260,2025-08-14,C0439,P007,1,10,4499.1,413,2025-08-18,2025-08-18,UPI
O01261,2025-02-06,C0307,P007,1,25,3749.25,261,2025-02-09,2025-02-10,PayPal
O01262,2025-09-26,C0237,P002,1,10,4949.1,437,2025-10-01,2025-10-03,Debit Card
O01263,2024-11-13,C0313,P008,3,25,5249.25,290,2024-11-16,2024-11-16,UPI
O01264,2024-09-08,C0162,P007,2,5,4749.05,452,2024-09-13,2024-09-14,UPI
O01265,2025-01-24,C0205,P010,2,0,2199.0,114,2025-01-31,2025-02-03,UPI
O01266,2025-02-16,C0209,P007,2,5,4749.05,99,2025-02-21,2025-02-24,PayPal
O01267,2024-09-11,C0037,P006,1,15,7649.15,185,2024-09-13,2024-09-16,Credit Card
O01268,2025-06-18,C0410,P010,2,0,2199.0,109,2025-06-21,2025-06-23,Wallet
O01269,2025-10-20,C0491,P008,1,10,6299.1,295,2025-10-24,2025-10-23,PayPal
O01270,2025-04-04,C0464,P003,3,0,7999.0,165,2025-04-08,2025-04-10,Credit Card
O01271,2025-11-04,C0109,P008,1,10,6299.1,291,2025-11-09,2025-11-09,Wallet
O01272,2024-04-29,C0487,P006,1,20,7199.2,335,2024-05-06,2024-05-06,Credit Card
O01273,2024-07-20,C0132,P011,1,20,1039.2,220,2024-07-23,2024-07-24,Credit Card
O01274,2025-02-13,C0496,P008,1,15,5949.15,354,2025-02-18,2025-02-18,Wallet
O01275,2025-02-11,C0341,P012,1,0,599.0,117,2025-02-13,2025-02-13,Debit Card
O01276,2024-02-02,C0199,P008,1,10,6299.1,357,2024-02-05,2024-02-04,PayPal
O01277,2024-12-16,C0449,P009,1,15,339.15,359,2024-12-20,2024-12-20,Credit Card
O01278,2025-12-26,C0648,P005,3,0,3999.0,225,2025-12-31,2026-01-01,Credit Card
O01279,2024-10-07,C0226,P003,2,0,7999.0,399,2024-10-09,2024-10-09,Credit Card
O01280,2024-12-25,C0314,P008,2,10,6299.1,434,2024-12-27,2024-12-27,UPI
O01281,2024-07-07,C0538,P012,1,10,539.1,261,2024-07-10,2024-07-09,Credit Card
O01282,2025-06-30,C0635,P004,1,5,15199.05,480,2025-07-03,2025-07-03,UPI
O01283,2025-09-22,C0395,P005,1,10,3599.1,312,2025-09-29,2025-09-30,UPI
O01284,2025-12-06,C0646,P002,2,10,4949.1,404,2025-12-08,2025-12-07,Credit Card
O01285,2024-04-16,C0466,P012,3,15,509.15,150,2024-04-19,2024-04-20,Debit Card
O01286,2024-04-12,C0244,P002,1,0,5499.0,417,2024-04-14,2024-04-14,UPI
O01287,2024-08-20,C0440,P011,1,5,1234.05,378,2024-08-27,2024-08-27,PayPal
O01288,2025-03-27,C0562,P006,3,0,8999.0,260,2025-03-29,2025-03-29,PayPal
O01289,2025-04-18,C0602,P012,3,5,569.05,144,2025-04-21,2025-04-21,Credit Card
O01290,2024-10-24,C0354,P011,2,0,1299.0,223,2024-10-28,2024-10-29,Credit Card
O01291,2024-05-15,C0318,P005,1,15,3399.15,220,2024-05-20,2024-05-21,Wallet
O01292,2024-04-02,C0564,P008,1,15,5949.15,302,2024-04-06,2024-04-07,Credit Card
O01293,2024-05-27,C0391,P011,1,5,1234.05,158,2024-05-29,2024-05-30,UPI
O01294,2024-12-24,C0363,P009,1,10,359.1,397,2024-12-29,2024-12-29,Debit Card
O01295,2025-08-24,C0252,P012,3,5,569.05,411,2025-08-29,2025-08-30,Debit Card
O01296,2025-01-21,C0240,P007,2,10,4499.1,329,2025-01-25,2025-01-26,Credit Card
O01297,2025-07-14,C0483,P003,2,5,7599.05,297,2025-07-21,2025-07-22,Wallet
O01298,2024-05-23,C0456,P003,2,10,7199.1,256,2024-05-26,2024-05-28,UPI
O01299,2024-08-15,C0243,P009,1,5,379.05,393,2024-08-17,2024-08-18,PayPal
O01300,2025-10-08,C0043,P007,1,15,4249.15,163,2025-10-13,2025-10-13,Wallet
O01301,2025-06-24,C0180,P004,2,0,15999.0,243,2025-06-26,2025-06-25,Credit Card
O01302,2024-06-27,C0633,P007,1,25,3749.25,280,2024-07-02,2024-07-02,Wallet
O01303,2024-12-11,C0173,P011,1,0,1299.0,99,2024-12-14,2024-12-14,Wallet
O01304,2024-04-21,C0182,P007,1,0,4999.0,311,2024-04-23,2024-04-23,UPI
O01305,2024-03-25,C0045,P007,1,10,4499.1,224,2024-04-01,2024-04-01,Credit Card
O01306,2024-03-07,C0549,P011,1,20,1039.2,242,2024-03-09,2024-03-08,UPI
O01307,2024-08-05,C0562,P003,1,10,7199.1,169,2024-08-09,2024-08-09,Debit Card
O01308,2024-10-05,C0387,P004,1,5,15199.05,123,2024-10-08,2024-10-08,Credit Card
O01309,2025-12-11,C0048,P003,4,0,7999.0,113,2025-12-18,2025-12-19,UPI
O01310,2025-04-08,C0157,P001,2,15,2549.15,444,2025-04-15,2025-04-15,UPI
O01311,2025-07-28,C0538,P003,1,25,5999.25,479,2025-07-30,2025-07-29,Debit Card
O01312,2025-06-10,C0589,P001,1,30,2099.3,283,2025-06-17,2025-06-17,Wallet
O01313,2024-10-16,C0080,P009,1,5,379.05,401,2024-10-19,2024-10-21,Debit Card
O01314,2024-06-22,C0009,P012,1,10,539.1,428,2024-06-24,2024-06-25,UPI
O01315,2024-07-17,C0600,P009,1,0,399.0,346,2024-07-19,2024-07-21,Credit Card
O01316,2025-05-04,C0097,P008,1,20,5599.2,392,2025-05-07,2025-05-07,Debit Card
O01317,2025-10-14,C0126,P012,3,5,569.05,98,2025-10-19,2025-10-19,Credit Card
O01318,2025-04-24,C0176,P006,1,20,7199.2,430,2025-05-01,2025-05-01,Wallet
O01319,2024-11-30,C0602,P001,1,15,2549.15,147,2024-12-03,2024-12-04,Debit Card
O01320,2025-04-21,C0151,P007,1,15,4249.15,291,2025-04-25,2025-04-27,UPI
O01321,2025-08-11,C0569,P011,2,0,1299.0,308,2025-08-18,2025-08-18,PayPal
O01322,2024-08-01,C0044,P003,1,0,7999.0,284,2024-08-05,2024-08-05,UPI
O01323,2024-12-23,C0174,P012,1,5,569.05,273,2024-12-28,2024-12-28,PayPal
O01324,2025-05-08,C0511,P009,2,10,359.1,311,2025-05-12,2025-05-12,Credit Card
O01325,2025-04-26,C0630,P003,2,0,7999.0,452,2025-05-01,2025-05-01,PayPal
O01326,2024-04-26,C0421,P010,4,20,1759.2,278,2024-04-28,2024-04-27,Credit Card
O01327,2024-09-21,C0505,P007,1,10,4499.1,330,2024-09-26,2024-09-26,Wallet
O01328,2024-08-16,C0519,P003,1,25,5999.25,102,2024-08-18,2024-08-18,PayPal
O01329,2024-03-11,C0608,P012,1,15,509.15,420,2024-03-16,2024-03-17,PayPal
O01330,2025-07-29,C0026,P004,1,5,15199.05,264,2025-07-31,2025-07-31,UPI
O01331,2025-02-27,C0202,P003,1,30,5599.3,227,2025-03-01,2025-03-02,UPI
O01332,2025-12-13,C0336,P001,1,5,2849.05,400,2025-12-20,2025-12-21,Credit Card
O01333,2025-09-11,C0011,P007,2,0,4999.0,226,2025-09-13,2025-09-16,UPI
O01334,2024-11-06,C0219,P007,1,25,3749.25,377,2024-11-11,2024-11-11,Debit Card
O01335,2025-05-16,C0244,P008,1,10,6299.1,400,2025-05-21,2025-05-22,PayPal
O01336,2024-03-10,C0104,P012,2,30,419.3,207,2024-03-14,2024-03-14,PayPal
O01337,2025-10-13,C0460,P002,1,5,5224.05,396,2025-10-16,2025-10-18,PayPal
O01338,2024-09-24,C0388,P002,2,0,5499.0,182,2024-09-29,2024-09-29,UPI
O01339,2024-01-28,C0232,P001,4,20,2399.2,121,2024-02-04,2024-02-05,PayPal
O01340,2024-04-05,C0493,P005,1,10,3599.1,421,2024-04-09,2024-04-10,Wallet
O01341,2025-03-17,C0080,P009,2,0,399.0,349,2025-03-24,2025-03-23,Wallet
O01342,2024-11-27,C0444,P011,1,15,1104.15,223,2024-12-01,2024-12-01,PayPal
O01343,2025-07-17,C0379,P011,1,15,1104.15,234,2025-07-20,2025-07-22,Wallet
O01344,2025-04-06,C0126,P004,1,15,13599.15,209,2025-04-08,2025-04-08,Debit Card
O01345,2024-09-25,C0609,P007,1,20,3999.2,203,2024-09-29,2024-09-29,UPI
O01346,2025-02-02,C0174,P009,3,0,399.0,408,2025-02-06,2025-02-09,UPI
O01347,2025-02-17,C0128,P010,3,30,1539.3,393,2025-02-21,2025-02-21,UPI
O01348,2024-08-05,C0045,P009,1,5,379.05,168,2024-08-09,2024-08-09,PayPal
O01349,2024-03-22,C0032,P012,1,0,599.0,124,2024-03-24,2024-03-25,PayPal
O01350,2024-05-11,C0444,P001,1,0,2999.0,263,2024-05-18,2024-05-19,UPI
O01351,2025-06-02,C0477,P004,2,10,14399.1,428,2025-06-04,2025-06-04,PayPal
O01352,2025-12-16,C0160,P008,1,5,6649.05,245,2025-12-21,2025-12-23,Credit Card
O01353,2024-06-14,C0254,P007,2,15,4249.15,222,2024-06-21,2024-06-20,Wallet
O01354,2024-06-01,C0494,P010,1,5,2089.05,109,2024-06-05,2024-06-07,UPI
O01355,2025-01-04,C0452,P002,1,15,4674.15,415,2025-01-07,2025-01-07,UPI
O01356,2025-10-02,C0609,P011,1,15,1104.15,209,2025-10-09,2025-10-08,Debit Card
O01357,2024-11-17,C0543,P010,1,10,1979.1,343,2024-11-21,2024-11-21,Wallet
O01358,2025-12-29,C0391,P004,2,20,12799.2,185,2026-01-05,2026-01-06,Debit Card
O01359,2024-06-16,C0015,P007,2,0,4999.0,261,2024-06-18,2024-06-20,Wallet
O01360,2025-09-14,C0256,P002,1,10,4949.1,142,2025-09-18,2025-09-18,Credit Card
O01361,2024-03-10,C0406,P006,4,15,7649.15,246,2024-03-13,2024-03-13,Wallet
O01362,2025-10-12,C0624,P006,1,0,8999.0,182,2025-10-17,2025-10-17,Credit Card
O01363,2024-01-09,C0278,P003,3,10,7199.1,300,2024-01-12,2024-01-11,Debit Card
O01364,2025-07-15,C0211,P012,1,0,599.0,172,2025-07-19,2025-07-19,Wallet
O01365,2024-02-14,C0366,P003,1,15,6799.15,392,2024-02-19,2024-02-19,Credit Card
O01366,2024-10-23,C0591,P009,2,25,299.25,298,2024-10-26,2024-10-26,Wallet
O01367,2024-08-22,C0423,P012,1,25,449.25,182,2024-08-25,2024-08-25,Debit Card
O01368,2024-02-19,C0516,P004,1,10,14399.1,280,2024-02-23,2024-02-22,PayPal
O01369,2024-11-28,C0029,P003,1,25,5999.25,144,2024-12-02,2024-12-03,Credit Card
O01370,2025-07-13,C0047,P001,1,0,2999.0,453,2025-07-18,2025-07-18,Wallet
O01371,2024-01-28,C0230,P002,1,5,5224.05,349,2024-02-04,2024-02-05,PayPal
O01372,2024-07-09,C0472,P006,2,0,8999.0,312,2024-07-12,2024-07-13,Wallet
O01373,2024-09-15,C0091,P010,3,10,1979.1,432,2024-09-18,2024-09-18,UPI
O01374,2024-10-11,C0100,P007,3,15,4249.15,237,2024-10-16,2024-10-17,UPI
O01375,2025-12-24,C0196,P008,1,20,5599.2,252,2025-12-29,2025-12-29,Wallet
O01376,2024-10-09,C0480,P005,1,5,3799.05,367,2024-10-16,2024-10-17,PayPal
O01377,2024-10-30,C0628,P011,1,10,1169.1,326,2024-11-06,2024-11-06,Credit Card
O01378,2025-06-03,C0311,P006,3,5,8549.05,203,2025-06-08,2025-06-11,UPI
O01379,2025-07-18,C0038,P005,1,20,3199.2,123,2025-07-21,2025-07-21,Debit Card
O01380,2025-05-15,C0312,P012,3,30,419.3,456,2025-05-17,2025-05-19,Wallet
O01381,2024-06-16,C0134,P008,1,10,6299.1,473,2024-06-18,2024-06-19,Debit Card
O01382,2024-05-06,C0565,P012,1,20,479.2,263,2024-05-13,2024-05-14,Wallet
O01383,2024-09-01,C0351,P004,1,10,14399.1,432,2024-09-08,2024-09-08,UPI
O01384,2024-07-07,C0232,P006,1,30,6299.3,172,2024-07-10,2024-07-10,UPI
O01385,2024-12-04,C0619,P010,1,30,1539.3,111,2024-12-07,2024-12-10,Debit Card
O01386,2024-06-03,C0107,P007,1,20,3999.2,309,2024-06-08,2024-06-10,PayPal
O01387,2024-04-20,C0316,P007,2,10,4499.1,186,2024-04-23,2024-04-22,PayPal
O01388,2024-11-17,C0240,P011,3,15,1104.15,369,2024-11-21,2024-11-21,Debit Card
O01389,2025-12-11,C0098,P003,2,20,6399.2,312,2025-12-13,2025-12-13,UPI
O01390,2024-12-26,C0221,P005,1,0,3999.0,345,2024-12-28,2024-12-28,PayPal
O01391,2024-04-20,C0394,P004,2,10,14399.1,444,2024-04-27,2024-04-29,Debit Card
O01392,2024-08-04,C0509,P011,1,0,1299.0,229,2024-08-07,2024-08-08,Wallet
O01393,2025-07-19,C0345,P010,1,5,2089.05,381,2025-07-22,2025-07-22,Wallet
O01394,2025-10-06,C0253,P009,1,15,339.15,409,2025-10-11,2025-10-11,Credit Card
O01395,2024-02-25,C0111,P006,2,5,8549.05,298,2024-03-03,2024-03-03,Credit Card
O01396,2025-04-04,C0182,P011,1,5,1234.05,458,2025-04-06,2025-04-05,Wallet
O01397,2024-07-09,C0182,P001,1,10,2699.1,308,2024-07-14,2024-07-15,UPI
O01398,2025-02-04,C0522,P005,2,0,3999.0,114,2025-02-09,2025-02-09,UPI
O01399,2025-02-08,C0267,P007,2,0,4999.0,261,2025-02-10,2025-02-09,UPI
O01400,2024-10-21,C0212,P012,1,0,599.0,242,2024-10-24,2024-10-25,Credit Card
O01401,2025-02-11,C0087,P005,2,10,3599.1,107,2025-02-16,2025-02-15,Credit Card
O01402,2025-07-21,C0565,P001,1,30,2099.3,480,2025-07-25,2025-07-27,Debit Card
O01403,2024-09-01,C0145,P007,2,10,4499.1,316,2024-09-08,2024-09-08,Credit Card
O01404,2024-06-12,C0112,P010,1,15,1869.15,380,2024-06-16,2024-06-18,Wallet
O01405,2024-12-14,C0409,P008,1,5,6649.05,192,2024-12-17,2024-12-17,Wallet
O01406,2024-07-22,C0287,P012,1,15,509.15,226,2024-07-25,2024-07-26,UPI
O01407,2025-02-05,C0276,P011,1,10,1169.1,379,2025-02-12,2025-02-12,Wallet
O01408,2024-02-28,C0252,P007,1,25,3749.25,355,2024-03-04,2024-03-04,Debit Card
O01409,2025-07-14,C0196,P008,1,30,4899.3,163,2025-07-18,2025-07-18,PayPal
